Ng1/N,Ng2/N,AvgDeg
0.19047619047619047,0.17857142857142858,1.5897435897435896
0.25773195876288657,0.12371134020618557,1.583941605839416
0.19047619047619047,0.11904761904761904,1.3529411764705883
0.26618705035971224,0.15827338129496402,1.681564245810056
0.09090909090909091,0.0707070707070707,1.40625
0.09302325581395349,0.05813953488372093,1.3357142857142856
0.4027777777777778,0.2361111111111111,1.6770833333333333
0.5535714285714286,0.26785714285714285,1.9206349206349207
0.15306122448979592,0.11224489795918367,1.4929577464788732
0.16981132075471697,0.1320754716981132,1.3043478260869565
